PassengerId,Probability
2686_01,0.13673665
2689_01,0.0026112443
2694_01,0.99786055
2694_02,1.0
2696_01,0.99922395
2699_01,0.053273674
2705_01,0.82123053
2710_01,0.9999986
2710_02,1.0
2711_01,0.99766237
2715_01,0.07433777
2715_02,0.14218515
2716_01,0.10565823
2716_02,1.0
2719_01,0.074988246
2719_02,0.99999744
2719_03,0.005471827
2728_01,0.64487934
2731_01,0.49251437
2733_01,0.23797831
2735_01,0.22184035
2742_01,0.67611986
2744_01,0.56878895
2749_01,0.48978862
2757_01,0.10411034
2761_01,0.18812762
2761_02,0.97348845
2766_01,0.8780333
2767_01,0.2134824
2771_01,0.18464115
2775_01,0.60954803
2776_01,0.45511413
2777_01,0.9906293
2779_01,0.21114656
2782_01,0.017254796
2791_01,0.1654302
2794_01,0.04930004
2794_02,0.27457148
2794_03,0.9408106
2794_04,0.9999994
2794_05,0.0010231598
2794_06,0.9999834
2794_07,0.9999244
2800_01,0.5772358
2803_01,0.9999963
2804_01,0.4990592
2808_01,0.9996322
2808_02,0.9999927
2815_01,0.16225983
2815_02,0.48852643
2815_03,0.82657146
2816_01,0.9999999
2827_01,0.57158047
2828_01,0.20883861
2829_01,0.49773118
2830_01,0.6245494
2833_01,0.5929309
2836_01,1.0
2841_01,0.06794351
2842_01,0.50904596
2844_01,0.2059517
2845_01,0.9997968
2845_02,0.9998262
2848_01,0.86082876
2848_02,0.99973285
2848_03,0.9998038
2849_01,0.1285005
2850_01,0.9947189
2850_02,0.99999535
2850_03,0.07241566
2850_04,0.9999784
2851_01,0.15800095
2855_01,0.9999973
2864_01,0.08739152
2868_01,0.5822457
2868_02,0.48234263
2868_03,0.58698773
2868_04,0.48067984
2874_01,0.053736847
2879_01,0.14722313
2885_01,0.034742385
2886_01,0.064173535
2889_01,0.35932872
2895_01,0.99999845
2896_01,0.10853881
2898_01,0.9995867
2898_02,0.99978507
2903_01,0.4963233
2904_01,0.16033503
2904_02,0.99706656
2911_01,0.50143075
2914_01,0.9965931
2915_01,0.9997649
2916_01,0.9988393
2917_01,0.22752467
2918_01,0.008671795
2921_01,0.18402448
2922_01,0.8009169
2923_01,0.9913907
2924_01,0.038946766
2931_01,0.5123438
2931_02,0.21130545
2932_01,0.9999992
2933_01,0.16965131
2937_01,0.14754844
2939_01,0.52346826
2946_01,0.24084647
2946_02,0.26490268
2946_03,0.45939198
2946_04,0.12291399
2947_01,0.5127808
2951_01,0.20573193
2952_01,0.12404707
2955_01,0.18556173
2957_01,0.51384866
2963_01,0.41003907
2967_01,0.6350882
2973_01,0.072715454
2974_01,0.17223494
2976_01,0.9999795
2976_02,0.9999998
2976_03,0.9999999
2976_04,5.761424e-11
2977_01,0.21162362
2977_02,0.4500622
2977_03,0.4279444
2978_01,0.1925525
2980_01,0.17521463
2981_01,0.6101388
2985_01,0.8595629
2987_01,0.5227568
2989_01,0.4008889
2991_01,0.007264397
2997_01,0.99965316
2997_02,3.2767337e-06
2997_03,0.0699407
2997_04,0.99999225
2999_01,0.50302005
3002_01,0.20573829
3007_01,0.19616273
3008_01,0.9993137
3008_02,6.280016e-07
3008_03,0.999424
3008_04,0.65972984
3008_05,0.99999964
3008_06,0.99999994
3011_01,0.5099166
3016_01,0.45939198
3016_02,0.48043346
3016_03,0.5575085
3016_04,0.09272168
3017_01,0.9992051
3028_01,0.50689375
3031_01,0.9999265
3035_01,0.07023926
3037_01,0.9998093
3037_02,0.9986555
3041_01,0.45279303
3043_01,0.4849606
3046_01,0.5772779
3049_01,0.10258771
3051_01,0.00052013365
3052_01,0.023060763
3056_01,0.4999635
3057_01,0.8975299
3058_01,0.13615163
3059_01,0.9994962
3069_01,0.27446753
3072_01,0.999576
3074_01,0.8764068
3075_01,0.65985066
3077_01,0.9999986
3077_02,1.0
3078_01,1.324336e-29
3078_02,1.0442593e-31
3078_03,0.99998075
3078_04,7.946465e-15
3086_01,0.61031103
3089_01,0.45939198
3094_01,0.5231166
3097_01,0.999392
3098_01,0.03858721
3101_01,0.0032668405
3105_01,0.9771746
3105_02,0.44687247
3105_03,0.99984634
3106_01,0.9252405
3107_01,0.48144302
3108_01,0.51252276
3109_01,0.4463536
3115_01,0.76601315
3122_01,0.22512159
3122_02,0.087055095
3125_01,0.06717558
3125_02,0.07390253
3127_01,0.9999725
3129_01,0.4634751
3135_01,0.15085773
3137_01,0.94324684
3139_01,0.4816165
3141_01,0.99985033
3144_01,0.21499534
3146_01,0.23768952
3148_01,0.93198866
3148_02,0.32504845
3150_01,0.4162904
3151_01,0.9999152
3153_01,0.155615
3153_02,0.96299785
3154_01,0.50818896
3155_01,0.9999451
3155_02,0.56002086
3156_01,0.38766494
3157_01,0.115901776
3160_01,0.11505625
3165_01,0.14874418
3167_01,0.54263395
3170_01,0.519745
3173_01,0.51453054
3177_01,0.19957383
3178_01,0.99896413
3183_01,0.29119456
3186_01,0.99965346
3187_01,0.40734348
3190_01,0.076151684
3190_02,0.50173855
3194_01,0.3801426
3198_01,0.0003738707
3199_01,0.9763341
3202_01,0.5409229
3207_01,0.053504657
3208_01,0.0009523627
3214_01,0.9998313
3222_01,0.15939793
3226_01,0.9998637
3228_01,0.108583346
3231_01,0.9458452
3233_01,0.6392057
3234_01,0.14328696
3242_01,0.030555844
3244_01,0.80507976
3244_02,0.9993467
3244_03,0.9998138
3245_01,0.79576254
3245_02,0.12102774
3246_01,0.908843
3249_01,0.18735668
3249_02,0.45939198
3250_01,0.2255643
3251_01,0.18899441
3257_01,0.9998635
3261_01,0.0020268364
3263_01,0.9998366
3264_01,0.051673133
3265_01,8.7274086e-05
3265_02,0.9997751
3265_03,0.99999994
3265_04,0.9969523
3266_01,0.43028763
3267_01,0.9950231
3277_01,0.0007567826
3278_01,0.99873143
3281_01,0.99995446
3285_01,0.0003241091
3285_02,0.48034367
3286_01,0.33978727
3288_01,0.9988395
3290_01,0.9998841
3290_02,0.0014498506
3291_01,0.5927491
3302_01,0.13694699
3303_01,0.18849237
3306_01,0.0035613074
3307_01,0.9681461
3316_01,0.9777902
3320_01,2.6008126e-07
3320_02,4.224343e-05
3321_01,0.99985456
3333_01,0.44628325
3334_01,0.8072948
3335_01,0.0893093
3340_01,0.0068073436
3341_01,0.9998598
3341_02,1.3899742e-22
3344_01,0.9999775
3344_02,0.9999998
3345_01,0.9204811
3345_02,0.37931243
3345_03,0.94649476
3346_01,0.008409872
3347_01,0.99999803
3347_02,3.0963678e-05
3351_01,0.820667
3351_02,0.76424664
3354_01,0.0011636629
3355_01,0.6640469
3356_01,0.47446224
3358_01,0.22685382
3362_01,0.45939198
3362_02,0.4213418
3366_01,0.99999416
3367_01,0.74562377
3368_01,0.5115229
3368_02,0.8799805
3368_03,0.0016099011
3368_04,0.90763557
3368_05,0.56054497
3368_06,0.0006430308
3368_07,0.020439522
3369_01,3.891681e-11
3373_01,0.5255692
3374_01,0.09228641
3375_01,0.13564014
3376_01,0.9517089
3378_01,0.26389965
3379_01,0.93711305
3385_01,0.8757278
3388_01,0.99999785
3393_01,0.49791673
3398_01,0.5985282
3399_01,0.076361544
3400_01,0.53112763
3407_01,0.4424156
3407_02,0.3173014
3411_01,0.2930542
3411_02,0.341837
3411_03,0.13482107
3411_04,0.0011725755
3411_05,0.9999694
3411_06,0.9999883
3411_07,0.045495484
3414_01,0.0041759927
3416_01,4.3764165e-16
3427_01,0.5162414
3429_01,0.9976207
3435_01,0.12231204
3436_01,0.9198906
3448_01,0.22626182
3448_02,0.8707365
3451_01,0.12628074
3452_01,0.34970322
3457_01,0.8251557
3460_01,0.14412504
3463_01,0.7252257
3466_01,0.12264755
3471_01,1.3562013e-07
3472_01,0.4413505
3477_01,2.978301e-14
3477_02,0.98529387
3479_01,0.21796194
3481_01,0.011162231
3482_01,0.010247046
3482_02,0.7181959
3493_01,0.7285948
3494_01,1.3563994e-09
3494_02,0.9999999
3498_01,0.31183985
3500_01,0.43773308
3502_01,0.13000484
3503_01,0.42953572
3505_01,0.17880031
3507_01,0.8727197
3508_01,0.45939198
3508_02,0.9937583
3509_01,0.99999994
3509_02,0.036875747
3510_01,0.6057551
3513_01,0.99999493
3513_02,0.9999957
3513_03,0.5464374
3513_04,0.99999994
3516_01,0.09200951
3517_01,0.97822976
3522_01,0.77259624
3524_01,0.21283907
3526_01,0.027138941
3529_01,0.9984965
3532_01,0.99990296
3538_01,2.0681017e-15
3541_01,0.1345546
3544_01,0.29881248
3544_02,0.61889386
3545_01,0.3041712
3549_01,1.5854837e-05
3549_02,1.0
3551_01,0.21347195
3554_01,0.19088273
3557_01,0.22954662
3571_01,0.7246778
3574_01,0.39986762
3575_01,5.246955e-07
3580_01,0.9999167
3580_02,1.0
3581_01,0.69545555
3583_01,0.23224835
3585_01,0.74406517
3587_01,0.9159765
3587_02,0.20823863
3587_03,0.56805
3589_01,0.12584731
3589_02,0.45982593
3589_03,0.94908834
3589_04,0.893006
3589_05,0.030649949
3589_06,0.46885112
3589_07,0.5017073
3590_01,0.21028991
3593_01,0.45939198
3599_01,0.61151457
3601_01,0.08329965
3601_02,0.4962622
3601_03,0.5848038
3601_04,0.5841882
3601_05,0.38335997
3601_06,0.0018825477
3601_07,0.5434856
3603_01,0.9996963
3603_02,0.99999845
3604_01,0.52418244
3611_01,0.53066075
3617_01,0.33962202
3617_02,0.45939198
3617_03,0.057533406
3618_01,0.83894837
3618_02,1.7271863e-11
3618_03,0.9976255
3618_04,0.0026985456
3621_01,0.06799103
3621_02,0.14009717
3623_01,0.73996645
3627_01,1.0
3632_01,0.39651662
3633_01,0.5777289
3635_01,0.86296976
3635_02,0.34611666
3637_01,0.045096837
3638_01,0.24007295
3643_01,0.8177833
3646_01,0.7672169
3646_02,0.99244547
3649_01,0.09305566
3651_01,0.9999961
3656_01,0.9594321
3656_02,0.00023650716
3657_01,0.99411917
3657_02,0.9999781
3657_03,0.0035446503
3659_01,0.45939198
3659_02,0.45939198
3659_03,0.61315954
3659_04,0.45939198
3659_05,0.048784006
3659_06,0.49522543
3659_07,0.731879
3661_01,0.21230729
3663_01,0.9996105
3666_01,0.8868301
3669_01,0.46063694
3670_01,0.85886085
3672_01,0.2796591
3672_02,0.5531322
3673_01,0.4326174
3675_01,0.51398337
3675_02,0.9683159
3675_03,0.90571356
3676_01,0.99999756
3683_01,0.9908254
3683_02,0.9894013
3684_01,0.6090287
3684_02,0.46292213
3685_01,0.87646943
3687_01,1.0
3689_01,0.19932723
3694_01,0.78072244
3695_01,0.19911319
3696_01,0.9986565
3697_01,0.075170405
3698_01,0.19276597
3701_01,0.9992997
3701_02,0.9778324
3701_03,0.9999986
3709_01,0.89314526
3712_01,0.81492174
3712_02,0.9611857
3712_03,0.6865288
3712_04,0.59353673
3712_05,0.9546508
3717_01,0.18353258
3717_02,0.78861636
3718_01,0.99988437
3720_01,0.9986958
3720_02,0.99959725
3720_03,0.99997574
3721_01,0.0003056399
3722_01,0.27285132
3723_01,0.32807976
3725_01,0.7470993
3727_01,0.23731934
3730_01,0.999349
3731_01,0.77207685
3738_01,0.8639033
3740_01,0.23804823
3746_01,0.40050343
3746_02,0.45939198
3746_03,0.661355
3746_04,0.45939198
3762_01,0.45939198
3763_01,0.18026584
3764_01,0.5314243
3764_02,0.48979285
3766_01,0.9998191
3766_02,0.99995846
3780_01,0.9999588
3782_01,0.19861582
3782_02,1.0975354e-05
3791_01,4.315007e-08
3792_01,0.5759194
3794_01,0.6800957
3799_01,0.49039024
3800_01,0.17867357
3802_01,0.12545231
3806_01,0.6793344
3808_01,0.59656316
3809_01,0.064496666
3809_02,0.45939198
3813_01,0.5185428
3819_01,0.1643836
3825_01,0.18122362
3827_01,0.32450852
3828_01,0.9999997
3828_02,0.0030769904
3828_03,0.995136
3829_01,0.60394096
3829_02,0.90796924
3833_01,0.99996734
3834_01,0.75312334
3837_01,0.17731638
3840_01,0.0059078652
3843_01,0.8792145
3844_01,0.8849334
3844_02,0.9999992
3845_01,0.4170644
3855_01,0.80833995
3858_01,0.95786476
3858_02,0.8338588
3858_03,0.00013225479
3858_04,1.6377113e-05
3859_01,0.99989825
3860_01,0.99961275
3861_01,0.09846735
3863_01,0.54092467
3865_01,0.8509334
3869_01,0.46122518
3876_01,0.9999865
3876_02,0.904718
3876_03,0.99999934
3877_01,0.19443382
3878_01,0.06262211
3880_01,0.45939198
3881_01,0.26729578
3882_01,0.9999919
3884_01,0.016786795
3885_01,0.14386937
3887_01,0.9999999
3889_01,0.90978676
3889_02,0.94380414
3891_01,0.50346345
3892_01,0.52818453
3892_02,0.21973874
3893_01,0.0018144293
3893_02,0.9999479
3893_03,0.2216407
3900_01,0.13594083
3901_01,0.7407316
3902_01,0.99994063
3905_01,0.7603607
3906_01,2.0733939e-08
3906_02,0.20520554
3908_01,0.45647877
3908_02,0.45939198
3910_01,0.6870227
3914_01,0.08952114
3918_01,0.20051037
3920_01,0.113558546
3925_01,0.00021291312
3925_02,0.080697484
3929_01,0.8112228
3934_01,0.9998637
3934_02,0.33413363
3943_01,0.9192092
3943_02,0.86821437
3943_03,0.26636824
3947_01,0.23644973
3951_01,0.16232313
3953_01,0.53303343
3956_01,0.24670471
3957_01,0.531949
3965_01,0.23031934
3969_01,0.1769392
3972_01,0.99999994
3975_01,0.22228481
3978_01,0.75550646
3979_01,1.3442978e-07
3982_01,0.13878669
3983_01,0.2541882
3989_01,0.95523626
3989_02,0.95289916
3989_03,0.6624519
3989_04,0.5043817
3990_01,0.96294135
3993_01,0.16284364
4004_01,0.12089856
4007_01,0.02894834
4011_01,0.6505993
4012_01,1.0
4012_02,0.9999995
4015_01,0.9984305
4015_02,0.037422795
4024_01,1.0
4025_01,0.92982846
4028_01,0.49892417
4029_01,0.99991024
4041_01,0.9117726
4048_01,0.9973475
4048_02,0.99999356
4048_03,0.9991019
4051_01,0.9502758
4052_01,0.999994
4054_01,0.9999747
4054_02,0.9999998
4054_03,0.37297267
4056_01,0.19231594
4057_01,0.122091
4059_01,0.98625237
4059_02,0.0035313612
4062_01,2.1288785e-13
4067_01,0.41712916
4070_01,0.9999633
4070_02,1.0
4070_03,0.9426645
4073_01,0.16323356
4073_02,0.82322663
4074_01,0.28328732
4077_01,6.1748096e-08
4085_01,0.4693288
4086_01,0.26042154
4086_02,0.82597494
4086_03,0.45939198
4087_01,0.28662568
4088_01,0.7201437
4092_01,0.7110668
4094_01,2.004882e-07
4094_02,2.5936843e-15
4100_01,0.9999994
4105_01,0.48044017
4111_01,0.9662208
4117_01,0.21649271
4118_01,0.0046752207
4119_01,0.91892046
4121_01,7.0781765e-22
4122_01,0.50519145
4123_01,0.097556524
4124_01,0.68894005
4126_01,0.0008138476
4133_01,0.9976427
4133_02,0.9999738
4136_01,0.9155046
4136_02,0.002077919
4138_01,0.0022087672
4139_01,0.18770267
4146_01,0.45448196
4148_01,0.5225065
4153_01,0.15947188
4155_01,0.9999997
4157_01,0.24856226
4161_01,0.59537137
4162_01,0.93825984
4164_01,0.9960368
4180_01,0.99999726
4180_02,4.855587e-05
4187_01,0.15676424
4190_01,1.0
4192_01,0.23256765
4193_01,0.69036824
4195_01,0.2372442
4198_01,0.99904746
4200_01,0.37770724
4201_01,0.2697259
4202_01,0.99960226
4202_02,0.0019309648
4209_01,0.0047166967
4217_01,0.40412936
4224_01,0.011952221
4224_02,0.64026463
4226_01,0.696883
4226_02,3.7182755e-07
4227_01,0.9058641
4228_01,0.1443192
4234_01,0.11394364
4234_02,0.004029549
4235_01,0.13000914
4235_02,0.8651015
4236_01,0.4830442
4236_02,0.9999929
4241_01,0.52511656
4247_01,0.92358756
4247_02,0.09679624
4248_01,0.1558255
4248_02,0.33070803
4250_01,0.53334415
4263_01,0.25592098
4263_02,0.5699798
4263_03,0.8120079
4265_01,0.9999988
4268_01,0.99240196
4268_02,0.99999946
4269_01,0.47675258
4275_01,0.20927382
4276_01,0.078848764
4277_01,0.3252775
4279_01,0.14028814
4281_01,0.15995394
4282_01,0.99999994
4283_01,0.53269506
4284_01,0.99979156
4284_02,0.1882296
4285_01,0.8095032
4286_01,0.4838137
4286_02,0.23766154
4286_03,0.3748134
4287_01,0.64256364
4288_01,0.9698606
4288_02,0.24402523
4290_01,0.13849819
4298_01,0.32530382
4298_02,0.999904
4298_03,0.9999827
4299_01,0.16664495
4304_01,0.13364589
4307_01,0.99991304
4308_01,0.52346694
4310_01,0.047271937
4313_01,0.5153624
4314_01,0.4922756
4321_01,0.99991304
4322_01,0.8414071
4323_01,0.99620354
4323_02,0.04342355
4323_03,0.71444404
4323_04,0.99999166
4325_01,0.7330462
4326_01,0.25563055
4328_01,0.5223341
4331_01,0.52872664
4341_01,0.55613816
4341_02,0.45939198
4342_01,0.22074643
4353_01,0.42464697
4355_01,0.5300936
4363_01,0.70671713
4374_01,0.2181855
4375_01,0.99991804
4377_01,0.9577997
4377_02,0.3784704
4377_03,0.7791492
4378_01,0.00010178743
4378_02,0.023294719
4379_01,0.97032934
4380_01,0.1115793
4381_01,0.95991606
4381_02,0.17496708
4384_01,0.94545114
4385_01,0.73176646
4385_02,0.9390513
4385_03,0.916704
4389_01,0.12445947
4394_01,0.13982405
4398_01,0.28406218
4406_01,0.3228347
4412_01,0.048206963
4414_01,0.9998695
4417_01,0.9998677
4418_01,0.2123035
4419_01,0.17692937
4419_02,0.19235949
4420_01,0.21135573
4420_02,0.8187395
4421_01,0.20449552
4423_01,0.00015074281
4425_01,0.99997693
4425_02,1.0
4434_01,0.00582195
4435_01,0.975036
4435_02,0.9936677
4439_01,0.47427312
4439_02,0.4719381
4442_01,1.0
4443_01,0.48903674
4443_02,0.73887444
4454_01,0.9999968
4455_01,0.14686286
4455_02,0.17139888
4455_03,0.9400732
4458_01,0.522759
4460_01,0.9923215
4468_01,0.92075396
4471_01,0.17783406
4478_01,0.11470048
4480_01,0.45599583
4481_01,0.13491724
4484_01,0.22430573
4488_01,0.1954686
4489_01,0.012363592
4495_01,0.0010574048
4499_01,0.52926886
4503_01,0.24463466
4504_01,0.995341
4507_01,0.017950054
4513_01,0.42371082
4519_01,0.588699
4520_01,0.22686258
4523_01,0.9299905
4523_02,0.9011061
4523_03,0.45939198
4523_04,0.45939198
4523_05,0.47628012
4523_06,0.96181494
4525_01,0.0014597847
4526_01,0.6775317
4527_01,0.12951162
4528_01,0.5580293
4536_01,0.016763758
4540_01,0.9870726
4541_01,0.00071664277
4545_01,0.19280657
4548_01,0.9999913
4551_01,0.99865735
4551_02,1.0
4551_03,0.9999972
4551_04,0.99999946
4554_01,0.023216605
4556_01,0.27008966
4566_01,0.19091427
4578_01,0.120848216
4579_01,0.9593734
4582_01,0.95332175
4582_02,0.5309551
4582_03,0.6095866
4582_04,0.6591538
4582_05,0.6465548
4582_06,0.45939198
4582_07,0.45939198
4583_01,0.99983513
4583_02,0.99999845
4583_03,0.5884205
4584_01,0.305216
4588_01,0.19440182
4589_01,0.3077177
4590_01,0.24868752
4598_01,0.030363565
4599_01,0.96996367
4600_01,0.6701797
4600_02,0.49522883
4601_01,0.18426372
4614_01,0.45939198
4614_02,0.13242747
4616_01,0.2900267
4618_01,0.25796247
4619_01,0.9997856
4626_01,0.9999984
4626_02,0.46404743
4627_01,0.12056373
4629_01,0.6801526
4636_01,0.7025002
4639_01,0.9871826
4639_02,0.9580287
4639_03,7.471687e-13
4639_04,4.9419174e-07
4639_05,0.9999999
4639_06,0.999917
4647_01,0.9620251
4660_01,0.9891748
4666_01,0.45815244
4669_01,0.99999875
4670_01,0.39041734
4671_01,0.9775024
4671_02,0.7454419
4671_03,0.8298431
4671_04,0.9979563
4674_01,0.09959232
4675_01,0.6213343
4675_02,5.1078153e-15
4681_01,1.2972576e-14
4682_01,0.44959083
4683_01,0.99802494
4683_02,0.58319306
4685_01,0.99985343
4687_01,0.09109526
4688_01,0.43788874
4692_01,9.274239e-06
4697_01,0.99988586
4698_01,0.99990374
4700_01,0.9999398
4701_01,0.99152017
4701_02,0.9999998
4701_03,0.99999803
4701_04,0.99999565
4702_01,0.84169483
4702_02,0.41742328
4703_01,0.99991626
4703_02,0.99999994
4705_01,0.9915512
4705_02,0.45939198
4707_01,0.043937013
4707_02,0.32928714
4715_01,0.9948402
4716_01,0.7895392
4718_01,0.9999987
4722_01,0.25012985
4724_01,0.9999891
4727_01,0.28354162
4727_02,0.57598966
4729_01,0.0012993335
4731_01,0.5312482
4734_01,0.031604555
4735_01,0.27427414
4736_01,0.99990857
4737_01,0.46252638
4740_01,0.97502774
4742_01,0.1733641
4745_01,0.52369785
4747_01,0.9999983
4747_02,0.10019346
4749_01,0.08917413
4751_01,0.18768772
4760_01,0.67314136
4761_01,0.84581363
4761_02,0.5092238
4761_03,0.7837947
4765_01,0.52949494
4766_01,0.99988014
4767_01,0.5439271
4768_01,0.57638896
4768_02,0.999962
4771_01,0.9183017
4776_01,0.99858695
4776_02,0.032187704
4776_03,0.9999906
4776_04,0.99647677
4779_01,0.041395165
4781_01,0.17320698
4789_01,0.43788546
4799_01,0.06890849
4799_02,0.42711353
4799_03,0.45087665
4800_01,0.27178356
4802_01,0.49693176
4802_02,0.30176562
4805_01,0.76445234
4806_01,0.41212085
4809_01,0.006097496
4811_01,0.86793196
4812_01,0.9892554
4816_01,0.37352332
4820_01,0.9999999
4820_02,4.9582526e-11
4821_01,0.15134704
4824_01,0.9843051
4825_01,0.99984986
4826_01,0.8658355
4833_01,1.2995542e-09
4833_02,0.50816995
4834_01,0.97580135
4835_01,0.048991024
4839_01,0.00711795
4843_01,0.1994884
4843_02,0.038527854
4844_01,0.4010259
4849_01,0.9988045
4852_01,0.70382804
4854_01,0.99987376
4855_01,0.6885539
4855_02,0.5091188
4858_01,0.120318495
4859_01,0.9761764
4860_01,0.37444153
4861_01,0.30735323
4865_01,0.24525267
4867_01,0.10402501
4869_01,0.1991514
4872_01,0.19559842
4877_01,0.52516747
4894_01,0.97556794
4905_01,0.8576416
4906_01,0.2313563
4907_01,0.9753098
4908_01,0.24130924
4914_01,0.045254476
4919_01,0.33223385
4921_01,3.4527177e-13
4922_01,0.52567184
4926_01,0.035378043
4928_01,0.2939729
4931_01,0.57789135
4935_01,0.15099071
4935_02,0.5270357
4935_03,0.6614603
4936_01,0.006927561
4947_01,0.30588225
4948_01,0.014192247
4949_01,0.9999938
4949_02,1.0603669e-11
4953_01,0.99912816
4955_01,0.13394167
4957_01,0.9999793
4959_01,0.9998871
4960_01,0.16025421
4962_01,0.47670588
4966_01,1.0
4966_02,0.9999999
4967_01,0.15174234
4968_01,0.53522456
4969_01,0.2062323
4969_02,0.4930372
4971_01,0.8120828
4976_01,0.3594137
4982_01,0.97611177
4984_01,0.20671344
4984_02,0.4868709
4985_01,0.9996379
4986_01,0.11582431
4988_01,0.99787265
4993_01,0.70429206
4994_01,0.20871171
5001_01,0.66713876
5002_01,0.9614103
5011_01,0.86386263
5022_01,0.17797618
5024_01,0.7235243
5024_02,0.6295935
5024_03,0.8034144
5024_04,0.45154685
5024_05,0.99981725
5026_01,0.4621429
5029_01,0.99971163
5029_02,0.99924177
5030_01,0.9778093
5031_01,0.1287228
5031_02,0.5780227
5033_01,0.00994306
5033_02,6.4551164e-13
5037_01,0.121860534
5038_01,0.00063884776
5038_02,0.99999046
5041_01,0.47600147
5043_01,0.99598646
5043_02,0.9999907
5043_03,0.08399396
5045_01,0.9998993
5046_01,0.97662675
5047_01,0.87310994
5049_01,0.37842733
5053_01,0.40104958
5054_01,0.00074738037
5055_01,0.52318347
5056_01,0.9998329
5056_02,0.57072353
5066_01,0.78659236
5071_01,0.8297828
5075_01,0.38106295
5077_01,0.19322728
5078_01,0.20697089
5079_01,0.9998535
5081_01,0.24604438
5082_01,0.7309685
5086_01,0.99996823
5086_02,0.58166915
5092_01,0.91703826
5094_01,0.70407605
5094_02,0.114706635
5096_01,0.01436405
5096_02,0.06595718
5098_01,0.33500832
5098_02,0.53262234
5098_03,0.9802496
5099_01,0.24556804
5100_01,0.99994725
5101_01,0.9695904
5102_01,0.1531662
5107_01,0.23446551
5110_01,0.99999547
5113_01,0.15288007
5114_01,0.99992824
5117_01,0.1436084
5118_01,0.99996436
5119_01,0.24281621
5121_01,0.1025937
5123_01,0.21474037
5131_01,0.43935528
5131_02,0.99999917
5134_01,0.043211285
5135_01,0.0035348814
5139_01,0.18762559
5141_01,0.9989212
5143_01,0.9209988
5147_01,0.9797236
5149_01,5.8873656e-29
5149_02,0.99747956
5150_01,0.9999227
5153_01,0.9762833
5155_01,0.06146131
5159_01,0.9975732
5159_02,2.1026286e-05
5164_01,0.99999857
5164_02,0.9999998
5168_01,0.036287088
5169_01,0.21764494
5172_01,0.21846986
5178_01,0.8661858
5183_01,0.9130074
5189_01,0.8044327
5191_01,0.00022395253
5195_01,0.039818328
5200_01,0.26313403
5203_01,0.99991816
5203_02,0.9999912
5212_01,0.5436164
5215_01,4.1910315e-08
5219_01,0.9996797
5219_02,0.8928547
5222_01,0.95659715
5228_01,0.1735095
5228_02,0.9764758
5231_01,0.014585448
5232_01,2.1353771e-13
5232_02,1.9428833e-05
5233_01,0.6630124
5237_01,0.99925214
5241_01,0.2763692
5241_02,0.5200889
5245_01,0.4570638
5259_01,0.21415018
5261_01,0.14102082
5263_01,0.15150465
5267_01,0.45244098
5267_02,0.5008265
5267_03,0.45372868
5270_01,0.62155145
5283_01,0.31803393
5284_01,0.9930692
5285_01,0.9987945
5286_01,0.004907105
5289_01,0.76662344
5293_01,0.18359815
5293_02,0.07868081
5294_01,0.4850055
5295_01,4.6071336e-06
5296_01,0.3881466
5302_01,0.9918507
5306_01,0.2415212
5306_02,0.9999774
5308_01,0.739935
5308_02,0.93513435
5308_03,0.3560951
5309_01,0.99827087
5311_01,0.52778786
5317_01,0.25134742
5317_02,0.9573051
5318_01,0.5216218
5318_02,0.6000663
5319_01,0.117552415
5321_01,0.2452688
5324_01,0.23060781
5328_01,0.9976295
5329_01,0.022578452
5329_02,0.48401257
5329_03,0.48088
5329_04,0.45285922
5329_05,0.027026279
5329_06,0.45939198
5329_07,0.45939198
5332_01,0.72454464
5335_01,0.97270125
5335_02,0.9962056
5335_03,0.04179771
5335_04,0.5081178
5336_01,0.40052918
5338_01,0.95509493
5339_01,0.5064078
5339_02,0.79313236
5339_03,0.99997926
5342_01,0.10415629
5349_01,0.68060744
5352_01,0.9453714
5357_01,0.9869178
5357_02,0.9998919
5357_03,3.7031188e-07
5357_04,1.1664992e-05
5358_01,0.35794795
5364_01,0.85886836
5369_01,0.6941751
5369_02,0.051785458
5369_03,0.99999744
5370_01,0.5241524
5371_01,0.9989498
5371_02,0.10474788
5371_03,0.9999765
5371_04,0.9998018
5373_01,0.16570702
5376_01,0.9997734
5376_02,0.9985141
5377_01,0.9999832
5381_01,0.0039603133
5382_01,0.99999607
5382_02,1.0
5386_01,0.53299344
5391_01,0.14188868
5393_01,0.23090197
5398_01,0.99856323
5399_01,0.073020525
5400_01,0.5034692
5403_01,0.38591662
5405_01,0.2790307
5407_01,0.13393366
5409_01,0.19619773
5417_01,8.9700465e-05
5419_01,0.14730951
5426_01,0.982341
5428_01,0.2081578
5428_02,0.45939198
5429_01,0.14728995
5432_01,0.7830522
5433_01,0.9980476
5439_01,0.13656442
5442_01,0.14855117
5444_01,0.3855732
5448_01,0.14950451
5449_01,0.14919531
5456_01,0.23137385
5460_01,0.18770173
5461_01,1.7419996e-05
5464_01,0.03605851
5473_01,0.44123855
5473_02,0.05024581
5481_01,1.0
5482_01,0.6232028
5482_02,0.21144694
5486_01,0.96326226
5493_01,0.9567225
5495_01,0.9978068
5498_01,0.5256231
5498_02,0.49889413
5502_01,0.92215973
5503_01,0.06763403
5505_01,0.4011325
5505_02,0.78728056
5505_03,0.9567704
5513_01,0.86908525
5513_02,0.84162736
5513_03,0.12997153
5513_04,0.6164
